"sample_id","feature","bina","cancer_type"
"909718","KDM6A_mut",0,"COREAD"
"1659823","KDM6A_mut",0,"COREAD"
"1659928","KDM6A_mut",0,"COREAD"
"1659929","KDM6A_mut",0,"COREAD"
"1660034","KDM6A_mut",0,"COREAD"
"1660035","KDM6A_mut",0,"COREAD"
"1660036","KDM6A_mut",0,"COREAD"
"910905","KDM6A_mut",0,"COREAD"
"909740","KDM6A_mut",1,"COREAD"
"1674021","KDM6A_mut",0,"COREAD"
"909746","KDM6A_mut",0,"COREAD"
"909747","KDM6A_mut",0,"COREAD"
"909748","KDM6A_mut",0,"COREAD"
"909751","KDM6A_mut",1,"COREAD"
"905962","KDM6A_mut",0,"COREAD"
"909755","KDM6A_mut",0,"COREAD"
"909757","KDM6A_mut",0,"COREAD"
"909761","KDM6A_mut",0,"COREAD"
"910700","KRAS_mut",0,"COREAD"
"924108","KRAS_mut",0,"COREAD"
"1240123","KRAS_mut",0,"COREAD"
"1290769","KRAS_mut",1,"COREAD"
"1290771","KRAS_mut",0,"COREAD"
"1240124","KRAS_mut",1,"COREAD"
"905961","KRAS_mut",0,"COREAD"
"910569","KRAS_mut",0,"COREAD"
"910689","KRAS_mut",1,"COREAD"
"910554","KRAS_mut",0,"COREAD"
"1789883","KRAS_mut",0,"COREAD"
"907291","KRAS_mut",1,"COREAD"
"1290907","KRAS_mut",1,"COREAD"
"905971","KRAS_mut",1,"COREAD"
"905936","KRAS_mut",1,"COREAD"
"905937","KRAS_mut",1,"COREAD"
"907289","KRAS_mut",0,"COREAD"
"905939","KRAS_mut",0,"COREAD"
"907287","KRAS_mut",0,"COREAD"
"905989","KRAS_mut",0,"COREAD"
"907790","KRAS_mut",1,"COREAD"
"917486","KRAS_mut",1,"COREAD"
"907792","KRAS_mut",1,"COREAD"
"998189","KRAS_mut",1,"COREAD"
"907794","KRAS_mut",0,"COREAD"
"907795","KRAS_mut",1,"COREAD"
"1240173","KRAS_mut",0,"COREAD"
"908442","KRAS_mut",0,"COREAD"
"908482","KRAS_mut",0,"COREAD"
"908458","KRAS_mut",0,"COREAD"
"908457","KRAS_mut",1,"COREAD"
"909263","KRAS_mut",1,"COREAD"
"909698","KRAS_mut",0,"COREAD"
"909718","KRAS_mut",1,"COREAD"
"1659823","KRAS_mut",0,"COREAD"
"1659928","KRAS_mut",1,"COREAD"
"1659929","KRAS_mut",0,"COREAD"
"1660034","KRAS_mut",1,"COREAD"
"1660035","KRAS_mut",1,"COREAD"
"1660036","KRAS_mut",1,"COREAD"
"910905","KRAS_mut",0,"COREAD"
"909740","KRAS_mut",1,"COREAD"
"1674021","KRAS_mut",0,"COREAD"
"909746","KRAS_mut",1,"COREAD"
"909747","KRAS_mut",0,"COREAD"
"909748","KRAS_mut",1,"COREAD"
"909751","KRAS_mut",0,"COREAD"
"905962","KRAS_mut",1,"COREAD"
"909755","KRAS_mut",1,"COREAD"
"909757","KRAS_mut",1,"COREAD"
"909761","KRAS_mut",1,"COREAD"
"910700","LARP4B_mut",0,"COREAD"
"924108","LARP4B_mut",0,"COREAD"
"1240123","LARP4B_mut",0,"COREAD"
"1290769","LARP4B_mut",0,"COREAD"
"1290771","LARP4B_mut",0,"COREAD"
"1240124","LARP4B_mut",0,"COREAD"
"905961","LARP4B_mut",0,"COREAD"
"910569","LARP4B_mut",0,"COREAD"
"910689","LARP4B_mut",0,"COREAD"
"910554","LARP4B_mut",1,"COREAD"
"1789883","LARP4B_mut",0,"COREAD"
"907291","LARP4B_mut",1,"COREAD"
"1290907","LARP4B_mut",0,"COREAD"
"905971","LARP4B_mut",0,"COREAD"
"905936","LARP4B_mut",0,"COREAD"
"905937","LARP4B_mut",0,"COREAD"
"907289","LARP4B_mut",0,"COREAD"
"905939","LARP4B_mut",0,"COREAD"
"907287","LARP4B_mut",0,"COREAD"
"905989","LARP4B_mut",0,"COREAD"
"907790","LARP4B_mut",1,"COREAD"
"917486","LARP4B_mut",0,"COREAD"
"907792","LARP4B_mut",0,"COREAD"
"998189","LARP4B_mut",0,"COREAD"
"907794","LARP4B_mut",0,"COREAD"
"907795","LARP4B_mut",0,"COREAD"
"1240173","LARP4B_mut",0,"COREAD"
"908442","LARP4B_mut",0,"COREAD"
"908482","LARP4B_mut",0,"COREAD"
"908458","LARP4B_mut",0,"COREAD"
"908457","LARP4B_mut",0,"COREAD"
"909263","LARP4B_mut",0,"COREAD"
"909698","LARP4B_mut",0,"COREAD"
"909718","LARP4B_mut",0,"COREAD"
"1659823","LARP4B_mut",0,"COREAD"
"1659928","LARP4B_mut",0,"COREAD"
"1659929","LARP4B_mut",0,"COREAD"
"1660034","LARP4B_mut",1,"COREAD"
"1660035","LARP4B_mut",0,"COREAD"
"1660036","LARP4B_mut",0,"COREAD"
"910905","LARP4B_mut",0,"COREAD"
"909740","LARP4B_mut",0,"COREAD"
"1674021","LARP4B_mut",0,"COREAD"
"909746","LARP4B_mut",0,"COREAD"
"909747","LARP4B_mut",0,"COREAD"
"909748","LARP4B_mut",0,"COREAD"
"909751","LARP4B_mut",1,"COREAD"
"905962","LARP4B_mut",0,"COREAD"
"909755","LARP4B_mut",0,"COREAD"
"909757","LARP4B_mut",0,"COREAD"
"909761","LARP4B_mut",0,"COREAD"
"910700","LPHN2_mut",0,"COREAD"
"924108","LPHN2_mut",0,"COREAD"
"1240123","LPHN2_mut",0,"COREAD"
"1290769","LPHN2_mut",0,"COREAD"
"1290771","LPHN2_mut",0,"COREAD"
"1240124","LPHN2_mut",0,"COREAD"
"905961","LPHN2_mut",0,"COREAD"
"910569","LPHN2_mut",0,"COREAD"
"910689","LPHN2_mut",0,"COREAD"
"910554","LPHN2_mut",1,"COREAD"
"1789883","LPHN2_mut",0,"COREAD"
"907291","LPHN2_mut",0,"COREAD"
"1290907","LPHN2_mut",0,"COREAD"
"905971","LPHN2_mut",0,"COREAD"
"905936","LPHN2_mut",1,"COREAD"
"905937","LPHN2_mut",0,"COREAD"
"907289","LPHN2_mut",0,"COREAD"
"905939","LPHN2_mut",0,"COREAD"
"907287","LPHN2_mut",0,"COREAD"
"905989","LPHN2_mut",0,"COREAD"
"907790","LPHN2_mut",0,"COREAD"
"917486","LPHN2_mut",0,"COREAD"
"907792","LPHN2_mut",0,"COREAD"
"998189","LPHN2_mut",0,"COREAD"
"907794","LPHN2_mut",0,"COREAD"
"907795","LPHN2_mut",0,"COREAD"
"1240173","LPHN2_mut",0,"COREAD"
"908442","LPHN2_mut",0,"COREAD"
"908482","LPHN2_mut",0,"COREAD"
"908458","LPHN2_mut",0,"COREAD"
"908457","LPHN2_mut",0,"COREAD"
"909263","LPHN2_mut",0,"COREAD"
"909698","LPHN2_mut",0,"COREAD"
"909718","LPHN2_mut",0,"COREAD"
"1659823","LPHN2_mut",0,"COREAD"
"1659928","LPHN2_mut",0,"COREAD"
"1659929","LPHN2_mut",0,"COREAD"
"1660034","LPHN2_mut",0,"COREAD"
"1660035","LPHN2_mut",0,"COREAD"
"1660036","LPHN2_mut",1,"COREAD"
"910905","LPHN2_mut",0,"COREAD"
"909740","LPHN2_mut",0,"COREAD"
"1674021","LPHN2_mut",0,"COREAD"
"909746","LPHN2_mut",0,"COREAD"
"909747","LPHN2_mut",0,"COREAD"
"909748","LPHN2_mut",1,"COREAD"
"909751","LPHN2_mut",0,"COREAD"
"905962","LPHN2_mut",0,"COREAD"
"909755","LPHN2_mut",0,"COREAD"
"909757","LPHN2_mut",0,"COREAD"
"909761","LPHN2_mut",0,"COREAD"
"910700","MAP2K1_mut",0,"COREAD"
"924108","MAP2K1_mut",0,"COREAD"
"1240123","MAP2K1_mut",0,"COREAD"
"1290769","MAP2K1_mut",0,"COREAD"
"1290771","MAP2K1_mut",0,"COREAD"
"1240124","MAP2K1_mut",0,"COREAD"
"905961","MAP2K1_mut",0,"COREAD"
"910569","MAP2K1_mut",0,"COREAD"
"910689","MAP2K1_mut",0,"COREAD"
"910554","MAP2K1_mut",0,"COREAD"
"1789883","MAP2K1_mut",0,"COREAD"
"907291","MAP2K1_mut",0,"COREAD"
"1290907","MAP2K1_mut",0,"COREAD"
"905971","MAP2K1_mut",0,"COREAD"
"905936","MAP2K1_mut",0,"COREAD"
"905937","MAP2K1_mut",0,"COREAD"
"907289","MAP2K1_mut",0,"COREAD"
"905939","MAP2K1_mut",0,"COREAD"
"907287","MAP2K1_mut",0,"COREAD"
"905989","MAP2K1_mut",0,"COREAD"
"907790","MAP2K1_mut",0,"COREAD"
"917486","MAP2K1_mut",0,"COREAD"
"907792","MAP2K1_mut",0,"COREAD"
"998189","MAP2K1_mut",0,"COREAD"
"907794","MAP2K1_mut",0,"COREAD"
"907795","MAP2K1_mut",0,"COREAD"
"1240173","MAP2K1_mut",0,"COREAD"
"908442","MAP2K1_mut",0,"COREAD"
"908482","MAP2K1_mut",0,"COREAD"
"908458","MAP2K1_mut",0,"COREAD"
"908457","MAP2K1_mut",0,"COREAD"
"909263","MAP2K1_mut",0,"COREAD"
"909698","MAP2K1_mut",0,"COREAD"
"909718","MAP2K1_mut",0,"COREAD"
"1659823","MAP2K1_mut",0,"COREAD"
"1659928","MAP2K1_mut",0,"COREAD"
"1659929","MAP2K1_mut",0,"COREAD"
"1660034","MAP2K1_mut",0,"COREAD"
"1660035","MAP2K1_mut",0,"COREAD"
"1660036","MAP2K1_mut",0,"COREAD"
"910905","MAP2K1_mut",1,"COREAD"
"909740","MAP2K1_mut",0,"COREAD"
"1674021","MAP2K1_mut",0,"COREAD"
"909746","MAP2K1_mut",0,"COREAD"
"909747","MAP2K1_mut",0,"COREAD"
"909748","MAP2K1_mut",0,"COREAD"
"909751","MAP2K1_mut",0,"COREAD"
"905962","MAP2K1_mut",0,"COREAD"
"909755","MAP2K1_mut",0,"COREAD"
"909757","MAP2K1_mut",0,"COREAD"
"909761","MAP2K1_mut",0,"COREAD"
"910700","MAP2K4_mut",0,"COREAD"
"924108","MAP2K4_mut",0,"COREAD"
"1240123","MAP2K4_mut",0,"COREAD"
"1290769","MAP2K4_mut",0,"COREAD"
"1290771","MAP2K4_mut",0,"COREAD"
"1240124","MAP2K4_mut",0,"COREAD"
"905961","MAP2K4_mut",0,"COREAD"
"910569","MAP2K4_mut",0,"COREAD"
"910689","MAP2K4_mut",0,"COREAD"
"910554","MAP2K4_mut",1,"COREAD"
"1789883","MAP2K4_mut",0,"COREAD"
"907291","MAP2K4_mut",0,"COREAD"
"1290907","MAP2K4_mut",0,"COREAD"
"905971","MAP2K4_mut",1,"COREAD"
"905936","MAP2K4_mut",0,"COREAD"
"905937","MAP2K4_mut",0,"COREAD"
"907289","MAP2K4_mut",0,"COREAD"
"905939","MAP2K4_mut",0,"COREAD"
"907287","MAP2K4_mut",0,"COREAD"
"905989","MAP2K4_mut",0,"COREAD"
"907790","MAP2K4_mut",0,"COREAD"
"917486","MAP2K4_mut",0,"COREAD"
"907792","MAP2K4_mut",0,"COREAD"
"998189","MAP2K4_mut",0,"COREAD"
"907794","MAP2K4_mut",1,"COREAD"
"907795","MAP2K4_mut",0,"COREAD"
"1240173","MAP2K4_mut",0,"COREAD"
"908442","MAP2K4_mut",0,"COREAD"
"908482","MAP2K4_mut",0,"COREAD"
"908458","MAP2K4_mut",0,"COREAD"
"908457","MAP2K4_mut",0,"COREAD"
"909263","MAP2K4_mut",0,"COREAD"
"909698","MAP2K4_mut",0,"COREAD"
"909718","MAP2K4_mut",0,"COREAD"
"1659823","MAP2K4_mut",1,"COREAD"
"1659928","MAP2K4_mut",0,"COREAD"
"1659929","MAP2K4_mut",0,"COREAD"
"1660034","MAP2K4_mut",0,"COREAD"
"1660035","MAP2K4_mut",0,"COREAD"
"1660036","MAP2K4_mut",1,"COREAD"
"910905","MAP2K4_mut",0,"COREAD"
"909740","MAP2K4_mut",0,"COREAD"
"1674021","MAP2K4_mut",0,"COREAD"
"909746","MAP2K4_mut",0,"COREAD"
"909747","MAP2K4_mut",0,"COREAD"
"909748","MAP2K4_mut",0,"COREAD"
"909751","MAP2K4_mut",0,"COREAD"
"905962","MAP2K4_mut",0,"COREAD"
"909755","MAP2K4_mut",0,"COREAD"
"909757","MAP2K4_mut",0,"COREAD"
"909761","MAP2K4_mut",0,"COREAD"
"910700","MAP3K1_mut",0,"COREAD"
"924108","MAP3K1_mut",0,"COREAD"
"1240123","MAP3K1_mut",0,"COREAD"
"1290769","MAP3K1_mut",0,"COREAD"
"1290771","MAP3K1_mut",0,"COREAD"
"1240124","MAP3K1_mut",0,"COREAD"
"905961","MAP3K1_mut",0,"COREAD"
"910569","MAP3K1_mut",0,"COREAD"
"910689","MAP3K1_mut",0,"COREAD"
"910554","MAP3K1_mut",0,"COREAD"
"1789883","MAP3K1_mut",0,"COREAD"
"907291","MAP3K1_mut",0,"COREAD"
"1290907","MAP3K1_mut",0,"COREAD"
"905971","MAP3K1_mut",1,"COREAD"
"905936","MAP3K1_mut",0,"COREAD"
"905937","MAP3K1_mut",0,"COREAD"
"907289","MAP3K1_mut",0,"COREAD"
"905939","MAP3K1_mut",0,"COREAD"
"907287","MAP3K1_mut",1,"COREAD"
"905989","MAP3K1_mut",0,"COREAD"
"907790","MAP3K1_mut",0,"COREAD"
"917486","MAP3K1_mut",0,"COREAD"
"907792","MAP3K1_mut",0,"COREAD"
"998189","MAP3K1_mut",0,"COREAD"
"907794","MAP3K1_mut",0,"COREAD"
"907795","MAP3K1_mut",0,"COREAD"
"1240173","MAP3K1_mut",0,"COREAD"
"908442","MAP3K1_mut",0,"COREAD"
"908482","MAP3K1_mut",0,"COREAD"
"908458","MAP3K1_mut",0,"COREAD"
"908457","MAP3K1_mut",0,"COREAD"
"909263","MAP3K1_mut",0,"COREAD"
"909698","MAP3K1_mut",0,"COREAD"
"909718","MAP3K1_mut",0,"COREAD"
"1659823","MAP3K1_mut",0,"COREAD"
"1659928","MAP3K1_mut",0,"COREAD"
"1659929","MAP3K1_mut",0,"COREAD"
"1660034","MAP3K1_mut",0,"COREAD"
"1660035","MAP3K1_mut",0,"COREAD"
"1660036","MAP3K1_mut",0,"COREAD"
"910905","MAP3K1_mut",0,"COREAD"
"909740","MAP3K1_mut",0,"COREAD"
"1674021","MAP3K1_mut",0,"COREAD"
"909746","MAP3K1_mut",0,"COREAD"
"909747","MAP3K1_mut",0,"COREAD"
"909748","MAP3K1_mut",0,"COREAD"
"909751","MAP3K1_mut",0,"COREAD"
"905962","MAP3K1_mut",0,"COREAD"
"909755","MAP3K1_mut",0,"COREAD"
"909757","MAP3K1_mut",0,"COREAD"
"909761","MAP3K1_mut",0,"COREAD"
"910700","MAP3K4_mut",0,"COREAD"
"924108","MAP3K4_mut",0,"COREAD"
"1240123","MAP3K4_mut",0,"COREAD"
"1290769","MAP3K4_mut",0,"COREAD"
"1290771","MAP3K4_mut",0,"COREAD"
"1240124","MAP3K4_mut",0,"COREAD"
"905961","MAP3K4_mut",0,"COREAD"
"910569","MAP3K4_mut",0,"COREAD"
"910689","MAP3K4_mut",0,"COREAD"
"910554","MAP3K4_mut",0,"COREAD"
"1789883","MAP3K4_mut",0,"COREAD"
"907291","MAP3K4_mut",0,"COREAD"
"1290907","MAP3K4_mut",0,"COREAD"
"905971","MAP3K4_mut",0,"COREAD"
"905936","MAP3K4_mut",1,"COREAD"
"905937","MAP3K4_mut",0,"COREAD"
"907289","MAP3K4_mut",0,"COREAD"
"905939","MAP3K4_mut",0,"COREAD"
"907287","MAP3K4_mut",0,"COREAD"
"905989","MAP3K4_mut",0,"COREAD"
"907790","MAP3K4_mut",0,"COREAD"
"917486","MAP3K4_mut",0,"COREAD"
"907792","MAP3K4_mut",0,"COREAD"
"998189","MAP3K4_mut",1,"COREAD"
"907794","MAP3K4_mut",0,"COREAD"
"907795","MAP3K4_mut",0,"COREAD"
"1240173","MAP3K4_mut",0,"COREAD"
"908442","MAP3K4_mut",0,"COREAD"
"908482","MAP3K4_mut",0,"COREAD"
"908458","MAP3K4_mut",0,"COREAD"
"908457","MAP3K4_mut",0,"COREAD"
"909263","MAP3K4_mut",0,"COREAD"
"909698","MAP3K4_mut",0,"COREAD"
"909718","MAP3K4_mut",0,"COREAD"
"1659823","MAP3K4_mut",0,"COREAD"
"1659928","MAP3K4_mut",0,"COREAD"
"1659929","MAP3K4_mut",0,"COREAD"
"1660034","MAP3K4_mut",0,"COREAD"
"1660035","MAP3K4_mut",0,"COREAD"
"1660036","MAP3K4_mut",0,"COREAD"
"910905","MAP3K4_mut",0,"COREAD"
"909740","MAP3K4_mut",0,"COREAD"
"1674021","MAP3K4_mut",1,"COREAD"
"909746","MAP3K4_mut",0,"COREAD"
"909747","MAP3K4_mut",0,"COREAD"
"909748","MAP3K4_mut",0,"COREAD"
"909751","MAP3K4_mut",0,"COREAD"
"905962","MAP3K4_mut",0,"COREAD"
"909755","MAP3K4_mut",0,"COREAD"
"909757","MAP3K4_mut",0,"COREAD"
"909761","MAP3K4_mut",0,"COREAD"
"910700","MECOM_mut",0,"COREAD"
"924108","MECOM_mut",0,"COREAD"
"1240123","MECOM_mut",0,"COREAD"
"1290769","MECOM_mut",0,"COREAD"
"1290771","MECOM_mut",0,"COREAD"
"1240124","MECOM_mut",0,"COREAD"
"905961","MECOM_mut",0,"COREAD"
"910569","MECOM_mut",0,"COREAD"
"910689","MECOM_mut",0,"COREAD"
"910554","MECOM_mut",0,"COREAD"
"1789883","MECOM_mut",0,"COREAD"
"907291","MECOM_mut",1,"COREAD"
"1290907","MECOM_mut",0,"COREAD"
"905971","MECOM_mut",0,"COREAD"
"905936","MECOM_mut",0,"COREAD"
"905937","MECOM_mut",0,"COREAD"
"907289","MECOM_mut",0,"COREAD"
"905939","MECOM_mut",0,"COREAD"
"907287","MECOM_mut",0,"COREAD"
"905989","MECOM_mut",1,"COREAD"
"907790","MECOM_mut",0,"COREAD"
"917486","MECOM_mut",0,"COREAD"
"907792","MECOM_mut",0,"COREAD"
"998189","MECOM_mut",0,"COREAD"
"907794","MECOM_mut",1,"COREAD"
"907795","MECOM_mut",0,"COREAD"
"1240173","MECOM_mut",0,"COREAD"
"908442","MECOM_mut",0,"COREAD"
"908482","MECOM_mut",1,"COREAD"
"908458","MECOM_mut",0,"COREAD"
"908457","MECOM_mut",0,"COREAD"
"909263","MECOM_mut",0,"COREAD"
"909698","MECOM_mut",0,"COREAD"
"909718","MECOM_mut",0,"COREAD"
"1659823","MECOM_mut",0,"COREAD"
"1659928","MECOM_mut",0,"COREAD"
"1659929","MECOM_mut",0,"COREAD"
"1660034","MECOM_mut",1,"COREAD"
"1660035","MECOM_mut",0,"COREAD"
"1660036","MECOM_mut",0,"COREAD"
"910905","MECOM_mut",0,"COREAD"
"909740","MECOM_mut",0,"COREAD"
"1674021","MECOM_mut",0,"COREAD"
"909746","MECOM_mut",0,"COREAD"
"909747","MECOM_mut",0,"COREAD"
"909748","MECOM_mut",0,"COREAD"
"909751","MECOM_mut",0,"COREAD"
"905962","MECOM_mut",0,"COREAD"
"909755","MECOM_mut",0,"COREAD"
"909757","MECOM_mut",0,"COREAD"
"909761","MECOM_mut",0,"COREAD"
"910700","MGA_mut",1,"COREAD"
"924108","MGA_mut",0,"COREAD"
"1240123","MGA_mut",0,"COREAD"
"1290769","MGA_mut",0,"COREAD"
"1290771","MGA_mut",0,"COREAD"
"1240124","MGA_mut",0,"COREAD"
"905961","MGA_mut",0,"COREAD"
"910569","MGA_mut",0,"COREAD"
"910689","MGA_mut",0,"COREAD"
"910554","MGA_mut",1,"COREAD"
"1789883","MGA_mut",0,"COREAD"
"907291","MGA_mut",0,"COREAD"
"1290907","MGA_mut",0,"COREAD"
"905971","MGA_mut",1,"COREAD"
"905936","MGA_mut",0,"COREAD"
"905937","MGA_mut",0,"COREAD"
"907289","MGA_mut",1,"COREAD"
"905939","MGA_mut",0,"COREAD"
"907287","MGA_mut",0,"COREAD"
"905989","MGA_mut",0,"COREAD"
"907790","MGA_mut",0,"COREAD"
"917486","MGA_mut",0,"COREAD"
"907792","MGA_mut",0,"COREAD"
"998189","MGA_mut",0,"COREAD"
"907794","MGA_mut",0,"COREAD"
"907795","MGA_mut",0,"COREAD"
"1240173","MGA_mut",0,"COREAD"
"908442","MGA_mut",0,"COREAD"
"908482","MGA_mut",0,"COREAD"
"908458","MGA_mut",0,"COREAD"
"908457","MGA_mut",0,"COREAD"
"909263","MGA_mut",0,"COREAD"
"909698","MGA_mut",0,"COREAD"
"909718","MGA_mut",0,"COREAD"
"1659823","MGA_mut",1,"COREAD"
"1659928","MGA_mut",0,"COREAD"
"1659929","MGA_mut",0,"COREAD"
"1660034","MGA_mut",0,"COREAD"
"1660035","MGA_mut",0,"COREAD"
"1660036","MGA_mut",0,"COREAD"
"910905","MGA_mut",0,"COREAD"
"909740","MGA_mut",1,"COREAD"
"1674021","MGA_mut",0,"COREAD"
"909746","MGA_mut",0,"COREAD"
"909747","MGA_mut",0,"COREAD"
"909748","MGA_mut",0,"COREAD"
"909751","MGA_mut",0,"COREAD"
"905962","MGA_mut",0,"COREAD"
"909755","MGA_mut",0,"COREAD"
"909757","MGA_mut",0,"COREAD"
"909761","MGA_mut",0,"COREAD"
"910700","MLL2_mut",0,"COREAD"
"924108","MLL2_mut",0,"COREAD"
"1240123","MLL2_mut",1,"COREAD"
"1290769","MLL2_mut",0,"COREAD"
"1290771","MLL2_mut",0,"COREAD"
"1240124","MLL2_mut",0,"COREAD"
"905961","MLL2_mut",0,"COREAD"
"910569","MLL2_mut",0,"COREAD"
"910689","MLL2_mut",0,"COREAD"
"910554","MLL2_mut",1,"COREAD"
"1789883","MLL2_mut",0,"COREAD"
"907291","MLL2_mut",1,"COREAD"
"1290907","MLL2_mut",0,"COREAD"
"905971","MLL2_mut",0,"COREAD"
"905936","MLL2_mut",1,"COREAD"
"905937","MLL2_mut",0,"COREAD"
"907289","MLL2_mut",0,"COREAD"
"905939","MLL2_mut",0,"COREAD"
"907287","MLL2_mut",0,"COREAD"
"905989","MLL2_mut",1,"COREAD"
"907790","MLL2_mut",1,"COREAD"
"917486","MLL2_mut",0,"COREAD"
"907792","MLL2_mut",0,"COREAD"
"998189","MLL2_mut",0,"COREAD"
"907794","MLL2_mut",1,"COREAD"
"907795","MLL2_mut",0,"COREAD"
"1240173","MLL2_mut",0,"COREAD"
"908442","MLL2_mut",0,"COREAD"
"908482","MLL2_mut",1,"COREAD"
"908458","MLL2_mut",0,"COREAD"
"908457","MLL2_mut",0,"COREAD"
"909263","MLL2_mut",0,"COREAD"
"909698","MLL2_mut",1,"COREAD"
"909718","MLL2_mut",0,"COREAD"
"1659823","MLL2_mut",1,"COREAD"
"1659928","MLL2_mut",1,"COREAD"
"1659929","MLL2_mut",0,"COREAD"
"1660034","MLL2_mut",1,"COREAD"
"1660035","MLL2_mut",0,"COREAD"
"1660036","MLL2_mut",0,"COREAD"
"910905","MLL2_mut",0,"COREAD"
"909740","MLL2_mut",1,"COREAD"
"1674021","MLL2_mut",1,"COREAD"
"909746","MLL2_mut",0,"COREAD"
"909747","MLL2_mut",0,"COREAD"
"909748","MLL2_mut",0,"COREAD"
"909751","MLL2_mut",1,"COREAD"
"905962","MLL2_mut",0,"COREAD"
"909755","MLL2_mut",0,"COREAD"
"909757","MLL2_mut",0,"COREAD"
"909761","MLL2_mut",0,"COREAD"
"910700","MSR1_mut",0,"COREAD"
"924108","MSR1_mut",0,"COREAD"
"1240123","MSR1_mut",1,"COREAD"
"1290769","MSR1_mut",0,"COREAD"
"1290771","MSR1_mut",0,"COREAD"
"1240124","MSR1_mut",0,"COREAD"
"905961","MSR1_mut",0,"COREAD"
"910569","MSR1_mut",0,"COREAD"
"910689","MSR1_mut",0,"COREAD"
"910554","MSR1_mut",0,"COREAD"
"1789883","MSR1_mut",0,"COREAD"
"907291","MSR1_mut",0,"COREAD"
"1290907","MSR1_mut",0,"COREAD"
"905971","MSR1_mut",0,"COREAD"
"905936","MSR1_mut",0,"COREAD"
"905937","MSR1_mut",0,"COREAD"
"907289","MSR1_mut",0,"COREAD"
"905939","MSR1_mut",0,"COREAD"
"907287","MSR1_mut",0,"COREAD"
"905989","MSR1_mut",0,"COREAD"
"907790","MSR1_mut",0,"COREAD"
"917486","MSR1_mut",0,"COREAD"
"907792","MSR1_mut",0,"COREAD"
"998189","MSR1_mut",0,"COREAD"
"907794","MSR1_mut",0,"COREAD"
"907795","MSR1_mut",0,"COREAD"
"1240173","MSR1_mut",0,"COREAD"
"908442","MSR1_mut",0,"COREAD"
"908482","MSR1_mut",0,"COREAD"
"908458","MSR1_mut",0,"COREAD"
"908457","MSR1_mut",0,"COREAD"
"909263","MSR1_mut",0,"COREAD"
"909698","MSR1_mut",0,"COREAD"
"909718","MSR1_mut",0,"COREAD"
"1659823","MSR1_mut",0,"COREAD"
"1659928","MSR1_mut",0,"COREAD"
"1659929","MSR1_mut",0,"COREAD"
"1660034","MSR1_mut",0,"COREAD"
"1660035","MSR1_mut",0,"COREAD"
"1660036","MSR1_mut",0,"COREAD"
"910905","MSR1_mut",0,"COREAD"
"909740","MSR1_mut",0,"COREAD"
"1674021","MSR1_mut",0,"COREAD"
"909746","MSR1_mut",0,"COREAD"
"909747","MSR1_mut",0,"COREAD"
"909748","MSR1_mut",0,"COREAD"
"909751","MSR1_mut",0,"COREAD"
"905962","MSR1_mut",0,"COREAD"
"909755","MSR1_mut",0,"COREAD"
"909757","MSR1_mut",0,"COREAD"
"909761","MSR1_mut",0,"COREAD"
"910700","NCOR1_mut",0,"COREAD"
"924108","NCOR1_mut",0,"COREAD"
"1240123","NCOR1_mut",0,"COREAD"
"1290769","NCOR1_mut",0,"COREAD"
"1290771","NCOR1_mut",0,"COREAD"
"1240124","NCOR1_mut",0,"COREAD"
"905961","NCOR1_mut",0,"COREAD"
"910569","NCOR1_mut",0,"COREAD"
"910689","NCOR1_mut",0,"COREAD"
"910554","NCOR1_mut",0,"COREAD"
"1789883","NCOR1_mut",0,"COREAD"
"907291","NCOR1_mut",1,"COREAD"
"1290907","NCOR1_mut",0,"COREAD"
"905971","NCOR1_mut",0,"COREAD"
"905936","NCOR1_mut",1,"COREAD"
"905937","NCOR1_mut",0,"COREAD"
"907289","NCOR1_mut",0,"COREAD"
"905939","NCOR1_mut",0,"COREAD"
"907287","NCOR1_mut",0,"COREAD"
"905989","NCOR1_mut",0,"COREAD"
"907790","NCOR1_mut",0,"COREAD"
"917486","NCOR1_mut",0,"COREAD"
"907792","NCOR1_mut",0,"COREAD"
"998189","NCOR1_mut",0,"COREAD"
"907794","NCOR1_mut",0,"COREAD"
"907795","NCOR1_mut",0,"COREAD"
"1240173","NCOR1_mut",0,"COREAD"
"908442","NCOR1_mut",0,"COREAD"
"908482","NCOR1_mut",1,"COREAD"
"908458","NCOR1_mut",0,"COREAD"
"908457","NCOR1_mut",1,"COREAD"
"909263","NCOR1_mut",0,"COREAD"
"909698","NCOR1_mut",1,"COREAD"
"909718","NCOR1_mut",0,"COREAD"
"1659823","NCOR1_mut",0,"COREAD"
"1659928","NCOR1_mut",0,"COREAD"
"1659929","NCOR1_mut",0,"COREAD"
"1660034","NCOR1_mut",0,"COREAD"
"1660035","NCOR1_mut",0,"COREAD"
"1660036","NCOR1_mut",0,"COREAD"
"910905","NCOR1_mut",0,"COREAD"
"909740","NCOR1_mut",0,"COREAD"
"1674021","NCOR1_mut",1,"COREAD"
"909746","NCOR1_mut",0,"COREAD"
"909747","NCOR1_mut",0,"COREAD"
"909748","NCOR1_mut",0,"COREAD"
"909751","NCOR1_mut",1,"COREAD"
"905962","NCOR1_mut",0,"COREAD"
"909755","NCOR1_mut",0,"COREAD"
"909757","NCOR1_mut",0,"COREAD"
"909761","NCOR1_mut",0,"COREAD"
"910700","NF1_mut",0,"COREAD"
"924108","NF1_mut",0,"COREAD"
